,city,station,category,avg,std,skew,n,min,max99,True_max,median,mode,AAOMM,AAO80,95Q,ACDO80,ACDOMM,Urange,Delta,RHavgOverall
74,"Shreveport, LA",SAS LCD,WBTmax,64.41820670773443,12.705043157348925,-0.7355428352259691,7305,0.0,81.29565217391304,83.0,67.0,78.0,1.2,4.75,79.0,0.5875824175824176,0.2833333333333333,18.581793292265573,16.877445466178614,72.44678723195483
75,"Sioux City, IA",SCA LCD,WBTmax,50.46665753799808,18.82976349574152,-0.3580127348435623,7303,-7.0,81.09909909909909,85.0,52.0,73.0,1.55,3.3,77.0,1.1,0.6,34.53334246200192,30.63244156110101,73.5208131850419
76,"Spokane, WA",SIA LCD,WBTmax,45.76478641840088,11.893189666434614,-0.3296831969228798,7304,-2.0,66.94642857142857,72.0,46.0,59.0,0.0,0.0,63.0,0.0,0.0,26.23521358159913,21.18164215302769,67.0024634425131
77,"St Louis, MO",SLA LCD,WBTmax,55.9337440109514,16.454229683683423,-0.4530178689637452,7305,-1.0,80.71428571428571,84.0,59.0,74.0,1.3,3.6,78.0,1.4083333333333334,0.25,28.0662559890486,24.780541703334308,68.76158858818167
78,"Tampa, FL",TIA LCD,WBTmax,70.55208761122519,8.464819741728064,-1.119246255170352,7305,0.0,81.25641025641026,84.0,72.0,78.0,1.55,8.75,80.0,2.322619047619048,0.4,13.44791238877481,10.704322645185073,72.60776040341054
79,"Washington, DC",WRA LCD,WBTmax,56.39692771910575,15.356894837888994,-0.3557013954885402,7291,0.0,80.63636363636364,84.0,58.0,74.0,0.7,1.4,77.0,0.85,0.3,27.603072280894253,24.239435917257893,66.88131490852761
80,"Wausau, WI",WAS LCD,WBTmax,45.04604421706559,19.007967579690387,-0.3257874582875908,5473,-17.0,76.15853658536585,81.0,46.0,65.0,0.0,0.1,71.39999999999964,0.125,0.0,35.95395578293441,31.11249236830026,74.85628847690727
81,"Wichita, KS",WMC LCD,WBTmax,56.83828753037951,15.978516135307824,-0.4798224445890708,5349,0.0,79.84615384615384,84.0,59.0,75.0,0.5,1.15,77.0,0.6,0.4,27.16171246962049,23.00786631577433,73.06568859682636
82,"Winnemucca, NV",WAS LCD,WBTmax,46.65213204951857,10.719515440205155,-0.2580819990110661,7270,0.0,68.80263157894737,75.0,47.0,57.0,0.0,0.0,62.0,0.0,0.0,28.34786795048143,22.1504995294288,51.55803573482788
83,"Winslow, AZ",WAS LCD,WBTmax,49.80651367321698,10.599013719713938,-0.18237797084162333,7277,0.0,68.44444444444444,72.0,50.0,49.0,0.0,0.0,66.0,0.0,0.0,22.193486326783017,18.63793077122746,42.532638945633
